Sweep,0.2m,0.2e,0.25m,0.25e,0.3m,0.3e,0.35m,0.35e,0.4m,0.4e,0.45m,0.45e,0.5m,0.5e,0.6m,0.6e,0.7m,0.7e
125,0.001,-0.8615,0.006025,-1.1116,-0.007325,-1.4233,-0.0103,-1.7228,-0.2229,-2.2423,-0.763975,-3.0405,-0.9095,-3.4809,-0.972975,-3.8128,-0.989775,-1.9619
126,0.0032,-0.8772,0.0107,-1.1121,-0.013375,-1.4127,-0.010075,-1.7367,-0.22035,-2.244,-0.76255,-3.0262,-0.911575,-3.4943,-0.9724,-3.8127,-0.98945,-1.96125
127,0.0101,-0.8576,0.006775,-1.1145,-0.0137,-1.3993,-0.005525,-1.7566,-0.219375,-2.2563,-0.759625,-3.0219,-0.909975,-3.4868,-0.971675,-3.8057,-0.990025,-1.9637
128,0.01725,-0.849,0.006725,-1.1042,-0.01385,-1.3986,-0.00085,-1.7541,-0.2179,-2.2388,-0.7589,-3.0255,-0.9097,-3.4846,-0.97305,-3.8137,-0.98945,-1.9617
129,0.0179,-0.8409,0.01005,-1.1176,-0.0134,-1.3913,-0.00115,-1.7512,-0.21265,-2.2102,-0.7571,-3.0248,-0.909925,-3.4917,-0.97305,-3.8112,-0.9899,-1.96295
130,0.0066,-0.8475,0.003625,-1.1169,-0.014275,-1.3964,0.0038,-1.7426,-0.21115,-2.2274,-0.7587,-3.0176,-0.910975,-3.4941,-0.973775,-3.8149,-0.990725,-1.9654
131,0.004875,-0.8745,0.000675,-1.1051,-0.008,-1.3898,-0.00145,-1.761,-0.2083,-2.2345,-0.755425,-3.0148,-0.909725,-3.4909,-0.97275,-3.8112,-0.98975,-1.9619
132,0.0047,-0.8554,0.00065,-1.1211,-0.009825,-1.3758,0.000475,-1.773,-0.2112,-2.2295,-0.759475,-3.0253,-0.910875,-3.494,-0.972875,-3.8134,-0.990125,-1.96245
133,0.009725,-0.8378,-0.0051,-1.1121,-0.006275,-1.3853,0.00245,-1.7689,-0.211375,-2.2437,-0.754175,-2.9994,-0.909075,-3.4813,-0.9742,-3.8217,-0.9907,-1.96545
134,0.001925,-0.8468,-0.005975,-1.0999,-0.00995,-1.4071,-0.0003,-1.7643,-0.2036,-2.2385,-0.754,-3.0002,-0.910975,-3.496,-0.973525,-3.8128,-0.989725,-1.9623
135,0.003225,-0.8502,-0.006425,-1.1052,-0.00585,-1.418,-0.008375,-1.7586,-0.197525,-2.2316,-0.756475,-3.004,-0.910475,-3.4895,-0.974275,-3.8187,-0.988675,-1.95845
136,0.0004,-0.8508,-0.004375,-1.1145,-0.010575,-1.4352,-0.007725,-1.7583,-0.1907,-2.2425,-0.7573,-2.9997,-0.909525,-3.481,-0.973725,-3.8168,-0.98985,-1.96205
137,0.0032,-0.8427,0.000625,-1.0914,-0.013925,-1.4014,-0.00775,-1.765,-0.19915,-2.2579,-0.760125,-3.0233,-0.9083,-3.4817,-0.97225,-3.8114,-0.989375,-1.9617
138,0.0012,-0.8478,0.00535,-1.105,-0.011475,-1.4189,-0.01085,-1.7448,-0.1978,-2.2518,-0.759875,-3.0199,-0.908525,-3.4855,-0.97265,-3.8154,-0.990075,-1.96335
139,-0.000275,-0.8663,0.00705,-1.1165,-0.01595,-1.4167,-0.0056,-1.7663,-0.20165,-2.2481,-0.761775,-3.0355,-0.91195,-3.4908,-0.9708,-3.8016,-0.9895,-1.9617
140,0.00555,-0.8664,0.005425,-1.1312,-0.020625,-1.4296,-0.0108,-1.7498,-0.19,-2.242,-0.759275,-3.0282,-0.912475,-3.4891,-0.97265,-3.8103,-0.989275,-1.9617
141,-0.000225,-0.8391,0.006225,-1.1052,-0.010375,-1.4352,-0.010575,-1.7388,-0.1922,-2.2453,-0.759675,-3.0153,-0.91395,-3.5084,-0.973375,-3.8167,-0.98925,-1.9601
142,0.0031,-0.8603,0.001725,-1.1,-0.014675,-1.4166,-0.006025,-1.7656,-0.19605,-2.2358,-0.757975,-3.0165,-0.911725,-3.4866,-0.970825,-3.7979,-0.989525,-1.9622
143,0.006825,-0.8486,0.003425,-1.1003,-0.019075,-1.3948,-0.0026,-1.7491,-0.1924,-2.2438,-0.75485,-3.0123,-0.909875,-3.4855,-0.971425,-3.8036,-0.98955,-1.962
144,0.001475,-0.8512,-0.00215,-1.1034,-0.00855,-1.3851,-0.004075,-1.7566,-0.187925,-2.2232,-0.75565,-3.0203,-0.909575,-3.4876,-0.97245,-3.8107,-0.98985,-1.9626
145,0.00135,-0.8829,-0.00115,-1.1104,-0.001625,-1.4085,-0.003975,-1.7554,-0.177,-2.2255,-0.7573,-3.0147,-0.908,-3.4795,-0.9732,-3.8187,-0.990275,-1.96375
146,0.0008,-0.8652,-0.003425,-1.1208,0.000375,-1.4215,0.000275,-1.774,-0.17095,-2.2285,-0.75555,-3.022,-0.909,-3.4777,-0.973475,-3.82,-0.990575,-1.96535
147,-0.002,-0.847,-0.004,-1.1197,0.0057,-1.4037,-0.002125,-1.7636,-0.17215,-2.2021,-0.757025,-3.0295,-0.90975,-3.4918,-0.972425,-3.8152,-0.990325,-1.96435
148,0.001775,-0.8676,-0.006625,-1.1318,0.00045,-1.3744,0.0047,-1.7601,-0.1649,-2.2134,-0.7554,-3.0208,-0.908,-3.481,-0.970925,-3.8039,-0.990375,-1.96445
149,0.007525,-0.8729,-0.01125,-1.1154,0.003,-1.4012,0.0008,-1.7756,-0.162925,-2.2073,-0.75685,-3.0262,-0.910025,-3.4936,-0.974225,-3.8246,-0.9903,-1.9634
150,-0.0055,-0.8679,-0.0157,-1.1083,0.008825,-1.4032,-0.00455,-1.7783,-0.162875,-2.2013,-0.759375,-3.0464,-0.908975,-3.484,-0.97175,-3.8072,-0.990525,-1.96495
151,-0.0065,-0.8545,-0.0184,-1.1171,0.014925,-1.4098,-0.001925,-1.7757,-0.1592,-2.2077,-0.75565,-3.031,-0.91155,-3.4983,-0.97115,-3.8053,-0.9901,-1.96245
152,-0.006975,-0.8563,-0.011725,-1.1159,0.01585,-1.3886,-0.0127,-1.771,-0.1589,-2.2141,-0.756225,-3.0246,-0.9096,-3.4834,-0.97215,-3.8075,-0.990975,-1.96615
153,-0.002,-0.8624,-0.00715,-1.1124,0.01205,-1.3849,-0.0125,-1.7734,-0.159075,-2.2066,-0.755175,-3.0189,-0.908575,-3.4809,-0.9738,-3.8205,-0.9912,-1.96695
154,0.001225,-0.8471,-0.0036,-1.0959,0.003175,-1.3754,-0.0123,-1.7799,-0.1557,-2.1971,-0.754575,-3.0296,-0.910175,-3.4912,-0.973,-3.8161,-0.990725,-1.96555
155,-0.004275,-0.8505,-0.006875,-1.1083,0.003775,-1.3783,-0.01065,-1.7608,-0.147575,-2.2029,-0.754975,-3.0314,-0.9104,-3.4916,-0.973475,-3.82,-0.990075,-1.96305
156,-0.00145,-0.8572,-0.004125,-1.1055,0.010475,-1.4115,-0.0193,-1.746,-0.144925,-2.1977,-0.75345,-3.0231,-0.909175,-3.4894,-0.97355,-3.8195,-0.990125,-1.9637
157,-0.008575,-0.8224,0.001175,-1.1195,0.006325,-1.4154,-0.01735,-1.7449,-0.1481,-2.1964,-0.753325,-3.03,-0.910375,-3.4845,-0.9739,-3.8215,-0.99005,-1.9635
158,-0.0022,-0.8573,0.00575,-1.1059,0.004225,-1.408,-0.016225,-1.7578,-0.14555,-2.2064,-0.757875,-3.043,-0.909025,-3.4762,-0.974725,-3.8257,-0.9902,-1.96465
159,-0.003675,-0.8546,0.017225,-1.1148,0.008325,-1.4107,-0.0186,-1.7639,-0.142925,-2.208,-0.75525,-3.0146,-0.9103,-3.48,-0.9742,-3.8212,-0.9902,-1.96465
160,-0.00195,-0.8415,0.010425,-1.1235,0.003825,-1.4221,-0.01525,-1.764,-0.13875,-2.1987,-0.756125,-3.0178,-0.9089,-3.4834,-0.975175,-3.8228,-0.99,-1.9636
161,0.00415,-0.8507,0.00655,-1.1021,0.005725,-1.4144,-0.010125,-1.7829,-0.144725,-2.1881,-0.757475,-3.0233,-0.90885,-3.4688,-0.9742,-3.8191,-0.990025,-1.96385
162,0.0069,-0.8574,0.008175,-1.105,-0.00565,-1.4054,-0.0107,-1.7956,-0.146525,-2.1916,-0.760225,-3.0185,-0.9102,-3.4811,-0.973925,-3.8194,-0.9906,-1.96535
163,0.0078,-0.8622,0.001175,-1.1144,-0.003275,-1.406,-0.022425,-1.793,-0.1524,-2.1926,-0.76725,-3.0473,-0.908675,-3.4782,-0.974475,-3.8223,-0.989575,-1.9615
164,0.00955,-0.8603,-0.003975,-1.116,-0.005825,-1.4117,-0.0163,-1.7876,-0.150825,-2.1891,-0.766575,-3.0386,-0.9085,-3.4823,-0.974525,-3.8241,-0.990675,-1.96555
165,0.0135,-0.8553,-0.012175,-1.1261,-0.00165,-1.4067,-0.0201,-1.7796,-0.1562,-2.1753,-0.763,-3.0196,-0.908875,-3.4775,-0.97475,-3.8227,-0.990625,-1.9652
166,0.00805,-0.8525,-0.0032,-1.1343,-0.008075,-1.4166,-0.016875,-1.7739,-0.1503,-2.1895,-0.765075,-3.0339,-0.90705,-3.4827,-0.9737,-3.815,-0.99065,-1.96575
167,0.007975,-0.846,-0.005,-1.1471,-0.003525,-1.3981,-0.0166,-1.7557,-0.145675,-2.198,-0.765375,-3.0176,-0.911075,-3.49,-0.9737,-3.8196,-0.990725,-1.9656
168,0.001925,-0.8546,0.0013,-1.1195,-0.001975,-1.3961,-0.013125,-1.7561,-0.146925,-2.2087,-0.7648,-3.0212,-0.90955,-3.4826,-0.974625,-3.8229,-0.989675,-1.9622
169,-0.00145,-0.8638,0.00385,-1.1254,-0.00475,-1.3874,-0.012925,-1.7748,-0.14755,-2.1874,-0.763275,-3.0234,-0.9101,-3.478,-0.973375,-3.8154,-0.989475,-1.9614
170,0.00265,-0.8529,0.001775,-1.1218,-0.008275,-1.3811,-0.009675,-1.7513,-0.1469,-2.204,-0.76875,-3.032,-0.9105,-3.4901,-0.9721,-3.8047,-0.9901,-1.9635
171,-0.000175,-0.8547,0.006975,-1.1295,-0.004725,-1.3907,-0.003825,-1.7587,-0.1466,-2.2231,-0.7627,-3.0175,-0.90975,-3.4935,-0.973575,-3.8148,-0.99065,-1.96565
172,-0.002275,-0.8436,0.0068,-1.1287,0.0065,-1.3999,-0.002675,-1.7572,-0.144775,-2.2286,-0.763075,-3.0249,-0.911275,-3.4972,-0.972925,-3.8129,-0.990075,-1.96405
173,0.000225,-0.841,0.006075,-1.1316,0.000975,-1.4193,0.0032,-1.7362,-0.149225,-2.2154,-0.763225,-3.0239,-0.91065,-3.4928,-0.973425,-3.8177,-0.989325,-1.9614
174,-0.0083,-0.8565,0.00325,-1.1518,0.00025,-1.427,0.008875,-1.747,-0.142575,-2.2113,-0.767425,-3.0443,-0.9124,-3.5047,-0.97305,-3.814,-0.9904,-1.965
175,-0.0022,-0.8613,0.001325,-1.1214,-0.00925,-1.4127,0.009025,-1.7579,-0.141,-2.2079,-0.767175,-3.045,-0.9097,-3.4838,-0.973425,-3.817,-0.99025,-1.96425
176,-0.010325,-0.8537,0.006825,-1.1301,-0.00865,-1.4021,0.0056,-1.7521,-0.135125,-2.2047,-0.765825,-3.0395,-0.91275,-3.4931,-0.97605,-3.8325,-0.99045,-1.96525
177,-0.008275,-0.8539,0.016275,-1.1269,-0.006025,-1.4137,0.007225,-1.7723,-0.132325,-2.1725,-0.76455,-3.0319,-0.9122,-3.4938,-0.975575,-3.8296,-0.990775,-1.96565
178,-0.0014,-0.8594,-0.002225,-1.1175,-0.00325,-1.414,0.007675,-1.7768,-0.122625,-2.1839,-0.763675,-3.0321,-0.9133,-3.4952,-0.975175,-3.8285,-0.99115,-1.9667
179,0.003275,-0.8574,-0.007225,-1.1023,-0.0049,-1.4152,0.00735,-1.7543,-0.125125,-2.1895,-0.764625,-3.043,-0.916375,-3.5097,-0.974275,-3.8197,-0.991425,-1.9681
180,0.00615,-0.8411,-0.0004,-1.1102,-0.002025,-1.4207,0.00065,-1.7563,-0.127225,-2.2018,-0.76215,-3.0257,-0.9173,-3.5155,-0.97365,-3.8178,-0.99075,-1.966
181,5.00E-05,-0.845,-0.002325,-1.1063,-0.001825,-1.4188,-0.00835,-1.7585,-0.129925,-2.2041,-0.760525,-3.0154,-0.9194,-3.5242,-0.973175,-3.8145,-0.99145,-1.9684
182,-0.00735,-0.8592,-0.006275,-1.1149,0.002325,-1.4115,-0.00965,-1.7559,-0.130125,-2.2119,-0.758425,-3.0071,-0.91725,-3.5185,-0.97375,-3.8196,-0.990425,-1.9651
183,-0.00455,-0.8376,-0.006825,-1.0924,-0.00755,-1.3951,-0.0136,-1.7846,-0.126475,-2.2103,-0.757425,-3.013,-0.91735,-3.5134,-0.97425,-3.8245,-0.99035,-1.96435
184,-0.001975,-0.8538,-0.007225,-1.0886,0.002,-1.4192,-0.008425,-1.7691,-0.1247,-2.2206,-0.761425,-3.011,-0.91345,-3.5006,-0.974775,-3.8248,-0.98995,-1.96285
185,-0.008725,-0.8409,-0.01545,-1.1295,0.0031,-1.4084,-0.0047,-1.773,-0.117775,-2.217,-0.7666,-3.0374,-0.914275,-3.5101,-0.9735,-3.8145,-0.990175,-1.96365
186,-0.012475,-0.8444,-0.021825,-1.1148,0.00285,-1.3979,-0.014275,-1.7689,-0.117125,-2.2049,-0.765625,-3.0314,-0.911525,-3.4868,-0.973375,-3.8159,-0.9909,-1.96635
187,-0.0094,-0.8433,-0.0159,-1.1119,0.0056,-1.4052,-0.008525,-1.7492,-0.118975,-2.2059,-0.7654,-3.0366,-0.9116,-3.484,-0.9736,-3.8183,-0.990225,-1.9645
188,-0.002375,-0.8562,-0.01445,-1.1033,-0.004525,-1.4147,-0.008375,-1.7591,-0.115075,-2.195,-0.7629,-3.0404,-0.914925,-3.495,-0.974275,-3.8225,-0.989425,-1.9604
189,-0.00075,-0.8547,-0.0067,-1.0966,-0.0062,-1.4146,-0.00055,-1.764,-0.116775,-2.1945,-0.761575,-3.0406,-0.916225,-3.503,-0.9731,-3.8145,-0.989625,-1.962
190,-0.000375,-0.859,-0.008425,-1.1267,0.00315,-1.4006,0.00105,-1.7439,-0.11435,-2.211,-0.7663,-3.0538,-0.913525,-3.4983,-0.972625,-3.8105,-0.990025,-1.9631
191,-0.00465,-0.8326,-0.019525,-1.1105,0.0027,-1.4088,-0.005675,-1.7628,-0.116825,-2.2321,-0.7686,-3.0613,-0.91205,-3.493,-0.97345,-3.821,-0.98975,-1.963
192,-0.014225,-0.8693,-0.018125,-1.1368,0.010175,-1.4089,-0.00475,-1.7634,-0.118525,-2.2368,-0.76675,-3.0403,-0.914025,-3.5104,-0.9734,-3.8186,-0.989525,-1.96145
193,-0.002975,-0.8641,-0.015075,-1.1377,0.009225,-1.4117,-0.009275,-1.7574,-0.109775,-2.2305,-0.771875,-3.0556,-0.9121,-3.4965,-0.97535,-3.8301,-0.989675,-1.9616
194,0.002375,-0.855,-0.006825,-1.1329,0.008125,-1.4027,-0.01075,-1.7586,-0.11905,-2.2294,-0.7726,-3.0584,-0.91005,-3.4871,-0.975425,-3.8286,-0.98995,-1.963
195,0.0039,-0.8605,-0.00475,-1.1344,0.00425,-1.3922,-0.01185,-1.7753,-0.12045,-2.2347,-0.774575,-3.0555,-0.9097,-3.4862,-0.975225,-3.8265,-0.9897,-1.96205
196,0.0039,-0.8541,-0.00385,-1.1037,-0.000625,-1.4148,-0.011275,-1.7785,-0.1219,-2.2297,-0.7713,-3.0568,-0.9106,-3.4947,-0.97285,-3.8149,-0.9906,-1.9653
197,-0.002575,-0.852,-0.00645,-1.1132,0.002275,-1.4265,-0.011725,-1.7615,-0.121775,-2.2505,-0.771125,-3.0436,-0.911675,-3.4982,-0.97285,-3.8158,-0.9914,-1.96845
198,0.003925,-0.8664,-0.0015,-1.1054,0.00205,-1.3876,-0.010325,-1.7424,-0.123725,-2.2404,-0.7721,-3.0506,-0.9113,-3.4996,-0.97195,-3.8117,-0.990725,-1.9667
199,-0.002225,-0.8584,0.004325,-1.0998,-0.0008,-1.3963,-0.0038,-1.7511,-0.1224,-2.2199,-0.770075,-3.0515,-0.91185,-3.4983,-0.97325,-3.8167,-0.989825,-1.9622
200,0.0042,-0.8725,0.0016,-1.0947,-0.000525,-1.4196,0.0027,-1.7496,-0.119725,-2.2138,-0.769525,-3.0626,-0.908725,-3.483,-0.9727,-3.8163,-0.99005,-1.96355
201,0.008625,-0.8562,0.0009,-1.1063,-0.0037,-1.4212,-0.0021,-1.7681,-0.115775,-2.2477,-0.761,-3.0344,-0.9105,-3.4932,-0.974125,-3.8241,-0.990225,-1.96395
202,-0.003825,-0.8459,0.002925,-1.1126,-0.008525,-1.4202,0.002425,-1.7581,-0.11805,-2.2476,-0.762275,-3.0439,-0.910125,-3.4835,-0.972075,-3.8132,-0.991,-1.9669
203,-0.00055,-0.8416,-0.002625,-1.1142,-0.01065,-1.4086,0.005475,-1.7679,-0.118125,-2.2347,-0.763025,-3.0362,-0.9082,-3.475,-0.972325,-3.8182,-0.99095,-1.96735
204,0.000325,-0.8477,0.006675,-1.1181,-0.017225,-1.4082,0.005675,-1.7555,-0.118425,-2.2382,-0.761325,-3.0328,-0.9068,-3.4693,-0.97025,-3.8032,-0.99035,-1.9643
205,0.003275,-0.8521,0.004025,-1.1246,-0.023875,-1.4097,0.002575,-1.7776,-0.122875,-2.2423,-0.76185,-3.0466,-0.906375,-3.4703,-0.9712,-3.8054,-0.990225,-1.96395
206,-0.001625,-0.8675,0.001475,-1.1155,-0.026425,-1.4246,-0.0036,-1.7711,-0.112825,-2.2361,-0.760625,-3.042,-0.90235,-3.4571,-0.973875,-3.8236,-0.99015,-1.9633
207,-0.00825,-0.8548,0.0002,-1.1044,-0.015725,-1.411,0.002025,-1.7574,-0.115325,-2.238,-0.761475,-3.0326,-0.904775,-3.4672,-0.9752,-3.8293,-0.990775,-1.9657
208,-0.00785,-0.8479,-0.007125,-1.101,-0.0125,-1.4131,-0.0015,-1.7469,-0.108475,-2.2316,-0.7607,-3.0328,-0.902425,-3.4698,-0.974525,-3.8271,-0.99085,-1.96595
209,-0.007225,-0.8681,-0.003025,-1.0909,-0.013875,-1.4214,-0.001875,-1.7586,-0.108075,-2.2369,-0.76065,-3.0327,-0.90265,-3.4602,-0.973975,-3.8222,-0.991,-1.96675
210,-0.000825,-0.859,0.000875,-1.0998,-0.0108,-1.4173,-0.00195,-1.7491,-0.1065,-2.2423,-0.7596,-3.0355,-0.9018,-3.4582,-0.9741,-3.8209,-0.9903,-1.9647
211,-0.00945,-0.87,0.004175,-1.0995,-0.003425,-1.4232,-0.0013,-1.741,-0.106725,-2.2443,-0.759975,-3.0314,-0.905225,-3.4788,-0.9747,-3.824,-0.9899,-1.9628
212,-0.00075,-0.8626,0.009025,-1.1014,-0.002475,-1.4184,0.000875,-1.7401,-0.1035,-2.2333,-0.759225,-3.0321,-0.90625,-3.4852,-0.974425,-3.8235,-0.98995,-1.9632
213,-0.00205,-0.8562,0.011525,-1.115,-0.005875,-1.3941,0.0029,-1.7609,-0.104625,-2.211,-0.7636,-3.0584,-0.9034,-3.4784,-0.97245,-3.8116,-0.9904,-1.965
214,0.0051,-0.8707,0.00585,-1.1143,-0.009525,-1.3781,0.01085,-1.7531,-0.104075,-2.2195,-0.7664,-3.0595,-0.902,-3.4637,-0.97355,-3.8194,-0.991025,-1.96665
215,0.000525,-0.8549,-0.0014,-1.1004,-0.016175,-1.3928,0.015175,-1.7489,-0.099975,-2.2298,-0.76625,-3.0484,-0.9036,-3.4661,-0.973675,-3.8201,-0.990025,-1.96295
216,0.003225,-0.8607,-0.00535,-1.1119,-0.0147,-1.3942,0.0174,-1.7223,-0.102375,-2.2153,-0.7655,-3.0376,-0.904675,-3.4747,-0.97375,-3.821,-0.99025,-1.96495
217,0.002225,-0.8449,-0.00325,-1.0971,-0.0131,-1.4024,0.013675,-1.7257,-0.0997,-2.2165,-0.76835,-3.046,-0.9058,-3.475,-0.97295,-3.8149,-0.989875,-1.9631
218,0.001875,-0.8783,0.003,-1.123,-0.00665,-1.4039,0.012725,-1.7497,-0.087925,-2.2359,-0.77055,-3.0558,-0.906725,-3.4827,-0.9731,-3.8147,-0.990175,-1.9639
219,-0.0007,-0.8669,0.0049,-1.1106,-0.001375,-1.4077,0.0142,-1.767,-0.0838,-2.2415,-0.77155,-3.057,-0.912925,-3.5055,-0.9741,-3.8182,-0.990525,-1.9645
220,0.003175,-0.8554,-0.001975,-1.1144,-0.0074,-1.4009,0.016675,-1.7783,-0.0798,-2.2215,-0.771325,-3.0587,-0.9109,-3.5032,-0.973175,-3.8158,-0.991625,-1.9686
221,0.0005,-0.8464,-0.0062,-1.1043,-0.0124,-1.4066,0.011675,-1.7725,-0.081,-2.2429,-0.769075,-3.0466,-0.9103,-3.4998,-0.97385,-3.8186,-0.99075,-1.96555
222,0.0068,-0.8549,-0.006225,-1.0847,-0.0092,-1.4235,0.008075,-1.754,-0.078075,-2.244,-0.76785,-3.0403,-0.908375,-3.4878,-0.973775,-3.8161,-0.9907,-1.9652
223,0.009125,-0.8719,-0.001675,-1.1068,-0.001525,-1.4439,0.009825,-1.7591,-0.0754,-2.2313,-0.767625,-3.0307,-0.906575,-3.4829,-0.972775,-3.8105,-0.99105,-1.96735
224,0.002175,-0.8649,-0.00315,-1.1005,-0.0022,-1.4424,0.018525,-1.766,-0.0787,-2.2254,-0.768325,-3.0424,-0.9097,-3.4947,-0.9741,-3.8196,-0.98995,-1.9635
225,0.00135,-0.8713,0.0035,-1.085,0.0004,-1.4265,0.0196,-1.7653,-0.074875,-2.2313,-0.767925,-3.0523,-0.9112,-3.499,-0.9745,-3.8221,-0.990425,-1.96465
226,-0.00185,-0.8683,-0.00085,-1.1077,0.00825,-1.4203,0.022475,-1.7672,-0.075875,-2.2063,-0.771075,-3.0631,-0.910825,-3.4962,-0.973675,-3.8193,-0.9902,-1.96335
227,-0.005425,-0.851,0.001425,-1.106,0.000525,-1.4116,0.027025,-1.7446,-0.074475,-2.2216,-0.76815,-3.0489,-0.91135,-3.5001,-0.974675,-3.8241,-0.9907,-1.9654
228,-0.002025,-0.867,0.01195,-1.0869,-0.00205,-1.4094,0.021975,-1.7504,-0.07725,-2.2184,-0.773125,-3.0588,-0.9124,-3.5074,-0.9739,-3.819,-0.9897,-1.9629
229,-0.004575,-0.8531,0.012325,-1.1013,-0.008525,-1.4052,0.024625,-1.747,-0.076225,-2.2084,-0.772875,-3.0575,-0.912725,-3.5071,-0.974975,-3.8268,-0.99095,-1.96635
230,-0.003825,-0.8438,0.0136,-1.1167,-0.001275,-1.4027,0.021325,-1.7325,-0.069975,-2.2043,-0.7711,-3.0531,-0.9084,-3.4947,-0.973725,-3.817,-0.990525,-1.9646
231,-0.0005,-0.8474,0.0121,-1.1288,-0.00315,-1.4106,0.021125,-1.7439,-0.068775,-2.1939,-0.772625,-3.0603,-0.9078,-3.491,-0.97315,-3.8139,-0.990775,-1.96545
232,0.007175,-0.8544,0.0121,-1.1117,-0.003025,-1.4114,0.020475,-1.732,-0.064025,-2.2103,-0.771075,-3.0487,-0.908125,-3.4844,-0.9742,-3.8177,-0.990625,-1.96535
233,0.009425,-0.8696,0.0148,-1.1095,0.001125,-1.398,0.018175,-1.7356,-0.060525,-2.2222,-0.771775,-3.0524,-0.909025,-3.49,-0.9725,-3.8106,-0.9901,-1.9635
234,0.0041,-0.866,0.013725,-1.0969,-0.007675,-1.4025,0.020525,-1.7342,-0.057375,-2.2386,-0.771925,-3.0519,-0.910475,-3.5005,-0.97195,-3.8056,-0.99005,-1.9629
235,0.000225,-0.8707,0.007525,-1.1078,-0.010325,-1.4039,0.019825,-1.7499,-0.051975,-2.2245,-0.77125,-3.0477,-0.9103,-3.5107,-0.971425,-3.8051,-0.989625,-1.9614
236,0.0048,-0.8431,0.00105,-1.1135,-0.007925,-1.3924,0.00725,-1.7642,-0.04825,-2.2242,-0.77055,-3.0342,-0.90755,-3.4921,-0.972575,-3.8141,-0.9905,-1.96565
237,0.0027,-0.8418,0.004325,-1.1243,-0.00665,-1.4052,0.0013,-1.7461,-0.0398,-2.2357,-0.77175,-3.041,-0.90475,-3.4695,-0.972975,-3.8149,-0.989975,-1.96285
238,0.0092,-0.8571,0.009025,-1.1125,-0.0086,-1.4127,0.004125,-1.7696,-0.037125,-2.226,-0.7685,-3.0321,-0.905275,-3.4717,-0.974325,-3.823,-0.990225,-1.96385
239,0.01235,-0.8542,0.002825,-1.1078,0.0004,-1.4039,0.00455,-1.7619,-0.042575,-2.2097,-0.76425,-3.0287,-0.909275,-3.4941,-0.97435,-3.822,-0.98965,-1.9618
240,0.012275,-0.8734,0.000475,-1.1303,-0.001325,-1.4135,-0.001425,-1.7387,-0.04635,-2.2181,-0.76985,-3.0398,-0.911525,-3.5075,-0.9747,-3.8272,-0.9894,-1.9605
241,0.016225,-0.8573,-0.006825,-1.123,-0.00565,-1.3971,0.0013,-1.7701,-0.043525,-2.2192,-0.7705,-3.0328,-0.909775,-3.489,-0.97535,-3.8278,-0.990525,-1.96505
242,0.0059,-0.8522,-0.004325,-1.1048,-0.005325,-1.3955,-0.0019,-1.757,-0.0379,-2.2087,-0.771225,-3.034,-0.909875,-3.4888,-0.973525,-3.8201,-0.99045,-1.9646
243,0.001875,-0.8352,-0.010975,-1.0979,-0.007125,-1.4066,-0.005025,-1.7358,-0.03985,-2.2003,-0.77355,-3.0419,-0.9083,-3.4882,-0.973525,-3.8189,-0.989725,-1.96165
244,-0.004475,-0.8523,0.004125,-1.1191,-0.008875,-1.3901,-0.001875,-1.7577,-0.0336,-2.199,-0.774575,-3.0518,-0.90865,-3.486,-0.973475,-3.8168,-0.989775,-1.96275
245,-0.001725,-0.8596,0.00065,-1.1181,-0.016425,-1.4141,-0.00425,-1.7598,-0.028725,-2.2107,-0.7696,-3.0341,-0.909325,-3.4881,-0.97415,-3.8206,-0.989675,-1.96255
246,-0.000125,-0.8382,0.004525,-1.1267,-0.014475,-1.4155,-0.004225,-1.7601,-0.028525,-2.2249,-0.772325,-3.0415,-0.911975,-3.5,-0.97385,-3.8208,-0.989675,-1.96295
247,0.00265,-0.8545,0.0072,-1.1301,-0.0132,-1.4199,-0.0032,-1.7463,-0.03185,-2.2425,-0.774625,-3.052,-0.91395,-3.5074,-0.972825,-3.8149,-0.989825,-1.9625
248,0.003525,-0.8515,0.000475,-1.1029,-0.015325,-1.4196,0.006225,-1.7538,-0.0321,-2.2195,-0.7759,-3.0725,-0.9106,-3.4887,-0.97315,-3.8125,-0.989225,-1.9606
249,-0.000575,-0.8553,-0.001975,-1.0928,-0.02155,-1.4009,0.0057,-1.7454,-0.0347,-2.2276,-0.7766,-3.0741,-0.90965,-3.4867,-0.972975,-3.8156,-0.988425,-1.95785
250,-0.004025,-0.8542,-0.003825,-1.0995,-0.01925,-1.4014,0.001575,-1.7559,-0.0347,-2.2059,-0.77695,-3.0657,-0.909175,-3.4877,-0.9732,-3.8193,-0.9892,-1.96025
251,-0.007175,-0.861,-0.002675,-1.1017,-0.017625,-1.4149,-0.007825,-1.7682,-0.029475,-2.2017,-0.774875,-3.0501,-0.908725,-3.4913,-0.972425,-3.8127,-0.99005,-1.9637
252,-0.002925,-0.8689,-0.005575,-1.1112,-0.004825,-1.3957,-0.01295,-1.759,-0.035025,-2.2005,-0.77235,-3.0399,-0.9127,-3.5099,-0.973625,-3.817,-0.9904,-1.96535
253,0.001225,-0.8623,0.0034,-1.1142,0.0024,-1.3892,-0.01465,-1.7408,-0.0357,-2.1994,-0.769625,-3.0352,-0.9111,-3.4971,-0.972925,-3.8121,-0.99085,-1.9668
